#
# KWIC Concordance.
# Format: tab-separated, UTF-8. Corpus engine: Corpuscle, Clarino K Centre, Bergen
#
# Corpus:         (GRC)
# Query:          [slemma = "ტკივება"] | [slemma = "ტკენა"] 
# Matches:        6628
# Excluded:       0
# Execution time: 0.018666 sec. (0.012737 CPU sec.)
#
# match	slemma	lemma	features	
#
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა-მეთქი	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 Encl:IndSp1
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 Encl:IndSp3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
იტკინოს	ტკენა	ტკენ[ა]/ტკინ	V Act Opt SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:1Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ეტკინებოდა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Cond <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:1Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გეტკინებოდეს	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv ConjFut <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
იტკინოს	ტკენა	ტკენ[ა]/ტკინ	V Act Opt SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
გეტკინებოდი	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Cond <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Sg
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
ტკენვით	ტკენა	ტკენ[ა]/ტკინ	N VN Inst Sg LevGuess
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
უტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedAct Perf <S> <S:Dat> S:3Sg DO:3 ¦ V Act Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
მატკენსა	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg Encl:Q ¦ V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1 [Excl] Encl:Q
ეტკინებოდა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Cond <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ვტკენდი	ტკენა	ტკენ[ა]/ტკენ	V MedAct Impf <S-IO> <S:Nom> <IO:Dat> S:1Sg IO:3 NonStand
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:2Sg IO:1Sg
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გატკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:1Sg IO:2Sg
ტკენითა	ტკენა	ტკენ[ა]/ტკინ	N VN Inst Sg L
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ტკენას	ტკენა	ტკენ[ა]/ტკინ	N VN Dat Sg
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ეტკინებოდა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Cond <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
გტკენიათ	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
გტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:2Sg
მატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
იტკინე-რა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:2Sg DO:3 Encl:რა
ატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3
მატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ტკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკენსო	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg Encl:IndSp3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ტკენაც	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg Encl:ც Foc
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
გატკინე	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:2Sg
მატკინონ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:1Sg
ვატკინოთო	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Pl IO:3 Encl:IndSp3
უტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedAct Perf <S> <S:Dat> S:3Sg DO:3 ¦ V Act Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
იტკინო	ტკენა	ტკენ[ა]/ტკინ	V Act Opt SV <S-DO> <S:Erg> <DO:Nom> S:2Sg DO:3
იტკინო	ტკენა	ტკენ[ა]/ტკინ	V Act Opt SV <S-DO> <S:Erg> <DO:Nom> S:2Sg DO:3
მატკინე	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:2Sg IO:1Sg
ეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
გვატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Pl
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
მეტკივნა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 LevGuess
მეტკინებაო	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 Encl:IndSp3
გეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გეტკინებოდა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Cond <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გეტკინაო	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3 Encl:IndSp3
ტკენით	ტკენა	ტკენ[ა]/ტკინ	N VN Inst Sg
გვეტკინოს	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
ეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ეტკინოს	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:2
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:2Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკინო	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:2Sg IO:1Sg
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
ტკენდა	ტკენა	ტკენ[ა]/ტკენ	V MedAct Impf <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3 NonStand
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გატკინონ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:2
მატკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:2Sg IO:1Sg
ვატკინო	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:3
ვატკინო	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:3
იტკინო	ტკენა	ტკენ[ა]/ტკინ	V Act Opt SV <S-DO> <S:Erg> <DO:Nom> S:2Sg DO:3
მტკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:2Sg IO:1Sg
ვტკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:1Sg IO:3 NonStand
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2Sg ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2
გეტკინათ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გატკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:1Sg IO:2Sg
მტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
ატკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Sg DO:3Pl ¦ V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:2Pl IO:3
გეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გატკინოს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:2Pl ¦ V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:2
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
ტკენაში	ტკენა	ტკენ[ა]/ტკინ	N VN Dat Sg PP PP:ში
მტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
